review_id,place,stars,gt,year,era,trip_date,trip_type,written_date,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
463,medina,5.0,Positive,2022,Post-COVID,Dec 2022,Solo,"Written December 30, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""much to offer"", ""sunset"", ""entertaining""]"
464,medina,1.0,Negative,2022,Post-COVID,Dec 2022,Couples,"Written December 30, 2022",Negative,1,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam""]",Expensive,No,No,"[""pointless trip"", ""commission"", ""scam"", ""waste of time"", ""not recommend""]"
465,medina,3.0,Neutral,2022,Post-COVID,Dec 2022,,"Written December 30, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""shops"", ""restaurants"", ""wandered"", ""repetitive""]"
466,medina,2.0,Negative,2022,Post-COVID,Dec 2022,Couples,"Written December 29, 2022",Negative,2,Frustration,Not_mentioned,Negative,Negative,Negative,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Poor_cleanliness""]",Expensive,No,No,"[""greedy people"", ""aggressive"", ""scamming"", ""filthy"", ""low hygiene""]"
467,medina,5.0,Positive,2022,Post-COVID,Dec 2022,,"Written December 28, 2022",Neutral,3,Neutral,Negative,Not_mentioned,Negative,Negative,Neutral,"[""Bad_smell"", ""Aggressive_vendors"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""horse carriages"", ""smelly"", ""snake charmers"", ""harass for money"", ""keep valuables safe""]"
468,medina,4.0,Positive,2022,Post-COVID,Dec 2022,,"Written December 27, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Getting_lost"", ""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fascinating"", ""square"", ""souks"", ""get lost"", ""wrong turn""]"
469,medina,4.0,Positive,2022,Post-COVID,Dec 2022,,"Written December 26, 2022",Positive,4,Joy,Negative,Neutral,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""amazing market"", ""amazing food"", ""Tajine pots"", ""touts"", ""bargain power""]"
470,medina,4.0,Positive,2022,Post-COVID,,,"Written December 25, 2022",Negative,2,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Safety"", ""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""solo traveller"", ""female safety"", ""unwanted help"", ""untrustworthy"", ""medina""]"
471,medina,4.0,Positive,2022,Post-COVID,Dec 2022,Couples,"Written December 23, 2022",Negative,2,Frustration,Negative,Not_mentioned,Neutral,Not_mentioned,Neutral,"[""Safety"", ""Navigation_difficulty"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""enchanting"", ""chaotic"", ""traffic laws"", ""pedestrian risk"", ""motorcycles""]"
472,medina,4.0,Positive,2022,Post-COVID,Nov 2022,Couples,"Written December 21, 2022",Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""group tour"", ""see and do"", ""snake charmers"", ""shops"", ""haggling skills""]"
473,medina,4.0,Positive,2022,Post-COVID,Nov 2022,Solo,"Written December 18, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""interesting place"", ""souks"", ""colourful"", ""shopping"", ""suitcase""]"
474,medina,4.0,Positive,2022,Post-COVID,Dec 2022,,"Written December 18, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""Riad"", ""old city"", ""intimidating"", ""rooftop terraces"", ""must visit""]"
475,medina,5.0,Positive,2022,Post-COVID,Dec 2022,,"Written December 15, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""medina"", ""smells"", ""noises"", ""food stalls"", ""recommended""]"
476,medina,1.0,Negative,2022,Post-COVID,Nov 2022,Friends,"Written December 11, 2022",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""High_prices"", ""Other""]",Expensive,No,No,"[""taxis"", ""crooked"", ""scam"", ""high prices"", ""ruin trip""]"
477,medina,5.0,Positive,2022,Post-COVID,Nov 2022,,"Written December 11, 2022",Positive,5,Joy,Positive,Not_mentioned,Positive,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""clean area"", ""friendly people"", ""interesting shops"", ""sights"", ""old and new city""]"
478,medina,5.0,Positive,2022,Post-COVID,Nov 2022,,"Written December 10, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""busy place"", ""smells"", ""crowds"", ""shopkeepers"", ""colourful shops""]"
479,medina,4.0,Positive,2022,Post-COVID,Nov 2022,,"Written December 9, 2022",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""tanner area"", ""ask for money"", ""untouristy area"", ""security"", ""warning""]"
480,medina,3.0,Neutral,2022,Post-COVID,Dec 2022,Couples,"Written December 8, 2022",Negative,2,Frustration,Negative,Not_mentioned,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Safety"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""hassled"", ""motorcycle fumes"", ""near misses"", ""animal cruelty"", ""faked handbags""]"
481,medina,3.0,Neutral,2022,Post-COVID,,,"Written December 6, 2022",Negative,2,Fear,Negative,Negative,Negative,Not_mentioned,Negative,"[""Safety"", ""Aggressive_vendors"", ""Scam""]",Expensive,No,No,"[""dangerous"", ""approached"", ""scared"", ""insistent"", ""scam""]"
482,medina,1.0,Negative,2022,Post-COVID,Dec 2022,Couples,"Written December 1, 2022",Negative,1,Disgust,Negative,Negative,Not_mentioned,Negative,Negative,"[""Bad_smell"", ""High_prices"", ""Poor_condition""]",Expensive,No,No,"[""motorcycle fumes"", ""overpriced"", ""sad animals"", ""dangerous"", ""terrible experience""]"
483,medina,5.0,Positive,2022,Post-COVID,,,"Written November 30, 2022",Negative,3,Frustration,Negative,Negative,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Expensive,Not_mentioned,Not_mentioned,"[""buzzing"", ""pickpockets"", ""scam"", ""overcharge"", ""lovely place""]"
484,medina,4.0,Positive,2022,Post-COVID,Nov 2022,,"Written November 30, 2022",Neutral,3,Surprise,Negative,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Safety"", ""Overcrowding"", ""Bad_smell""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""sensory experience"", ""chaos"", ""motorbikes"", ""narrow streets"", ""polluting""]"
485,medina,3.0,Neutral,2022,Post-COVID,,,"Written November 28, 2022",Negative,2,Frustration,Not_mentioned,Negative,Negative,Negative,Negative,"[""Poor_cleanliness"", ""Aggressive_vendors"", ""High_prices""]",Expensive,No,No,"[""dirty"", ""panhandlers"", ""overcharging"", ""unfriendly"", ""tourists as prey""]"
486,medina,4.0,Positive,2022,Post-COVID,Sep 2022,Couples,"Written November 28, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""historic buildings"", ""souks"", ""lively"", ""guide"", ""not to be missed""]"
487,medina,2.0,Negative,2022,Post-COVID,Oct 2022,Couples,"Written November 26, 2022",Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Safety"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,No,No,"[""worst medina"", ""not safe"", ""pickpocketed"", ""motorbikes"", ""injured""]"
488,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Couples,"Written November 26, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""markets"", ""sights"", ""explore"", ""get lost""]"
489,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Couples,"Written November 24, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""most visited"", ""heart city"", ""charming"", ""recommend""]"
490,medina,3.0,Neutral,2022,Post-COVID,Nov 2022,Couples,"Written November 22, 2022",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Overcrowding""]",Not_mentioned,No,No,"[""watch belongings"", ""noisy"", ""crowded"", ""caution""]"
491,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Solo,"Written November 21, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fascinating"", ""culture"", ""history"", ""local people"", ""market""]"
492,medina,4.0,Positive,2022,Post-COVID,Nov 2022,Friends,"Written November 21, 2022",Positive,4,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""daytime"", ""nighttime"", ""crowds"", ""lively"", ""safe""]"
493,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Solo,"Written November 20, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""enjoyed"", ""sensory"", ""happiness"", ""peace"", ""vibrant""]"
494,medina,5.0,Positive,2022,Post-COVID,,,"Written November 17, 2022",Positive,3,Neutral,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"[""High_prices"", ""Scam""]",Expensive,Yes,Not_mentioned,"[""shops"", ""narrow streets"", ""haggling"", ""guide"", ""visit""]"
495,medina,5.0,Positive,2022,Post-COVID,Nov 2022,,"Written November 17, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""incredible"", ""busy"", ""vibrant"", ""culture"", ""beautiful city""]"
496,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Couples,"Written November 15, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""amazing"", ""sights"", ""sounds"", ""night market""]"
497,medina,5.0,Positive,2022,Post-COVID,Nov 2022,Couples,"Written November 15, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""busy"", ""crowded"", ""interesting"", ""worth visiting""]"
498,medina,4.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written November 13, 2022",Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Positive,Neutral,"[""Bad_smell"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""cleaner"", ""motorbikes"", ""fumes"", ""lung issues""]"
499,medina,2.0,Negative,2022,Post-COVID,Nov 2022,,"Written November 12, 2022",Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Bad_smell"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""motorbikes"", ""smoke"", ""smell"", ""accident""]"
500,medina,1.0,Negative,2022,Post-COVID,Oct 2022,Solo,"Written November 11, 2022",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Scam"", ""Aggressive_vendors"", ""High_prices""]",Expensive,Not_mentioned,No,"[""scam"", ""snake charmers"", ""overpriced"", ""heckle"", ""culturally interesting""]"
501,medina,5.0,Positive,2022,Post-COVID,Nov 2022,,"Written November 8, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""Jemaa el Fnaa"", ""souks"", ""food stalls"", ""amazing""]"
502,medina,4.0,Positive,2022,Post-COVID,Nov 2022,Solo,"Written November 7, 2022",Neutral,3,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""bargaining"", ""fixed price shops"", ""sights""]"
503,medina,3.0,Neutral,2022,Post-COVID,Oct 2022,Couples,"Written November 6, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,No,"[""historic buildings"", ""souks"", ""maze"", ""lively"", ""experience""]"
504,medina,5.0,Positive,2022,Post-COVID,Nov 2022,,"Written November 6, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,"[""Navigation_difficulty""]",Not_mentioned,Not_mentioned,Yes,"[""navigate"", ""souk"", ""compass""]"
505,medina,3.0,Neutral,2022,Post-COVID,Oct 2022,Couples,"Written November 4, 2022",Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Overcrowding"", ""Aggressive_vendors""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""crowded"", ""pushy"", ""vendors"", ""not highlight""]"
506,medina,4.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written November 3, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""crowded"", ""busy"", ""recommend""]"
507,medina,3.0,Neutral,2022,Post-COVID,,,"Written November 2, 2022",Negative,2,Fear,Negative,Negative,Not_mentioned,Not_mentioned,Not_mentioned,"[""Scam""]",Not_mentioned,No,Not_mentioned,"[""scams"", ""photos"", ""price"", ""careful""]"
508,medina,4.0,Positive,2022,Post-COVID,Oct 2022,,"Written October 31, 2022",Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,"[""High_prices"", ""Aggressive_vendors""]",Expensive,No,Not_mentioned,"[""amazing"", ""rip off"", ""high pressure"", ""vendors"", ""food stalls""]"
509,medina,4.0,Positive,2022,Post-COVID,Oct 2022,,"Written October 30, 2022",Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""exotic"", ""intense"", ""merchants"", ""pickpockets""]"
510,medina,4.0,Positive,2022,Post-COVID,,,"Written October 29, 2022",Neutral,3,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Safety"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""blown away"", ""chaotic"", ""traffic"", ""scooters"", ""narrow streets""]"
511,medina,4.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written October 27, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""impressive"", ""huge"", ""variety"", ""getting lost"", ""nice experience""]"
512,medina,5.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written October 24, 2022",Neutral,3,Frustration,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"[""High_prices""]",Expensive,Not_mentioned,Not_mentioned,"[""nice walking"", ""shopping"", ""pricey"", ""conflicted"", ""negotiating""]"
513,medina,3.0,Neutral,2022,Post-COVID,Oct 2022,Friends,"Written October 24, 2022",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""chaotic"", ""crowded"", ""dangerous"", ""motorcycles"", ""boring""]"
514,medina,5.0,Positive,2022,Post-COVID,Oct 2022,Friends,"Written October 24, 2022",Positive,5,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""amazing"", ""incredible"", ""shops"", ""guide"", ""fantastic bags""]"
515,medina,2.0,Negative,2022,Post-COVID,Oct 2022,,"Written October 24, 2022",Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Safety"", ""Aggressive_vendors"", ""Other""]",Not_mentioned,No,No,"[""underwhelmed"", ""harassment"", ""grabby hands"", ""disgusting"", ""inappropriate""]"
516,medina,3.0,Neutral,2022,Post-COVID,Oct 2022,,"Written October 19, 2022",Neutral,3,Neutral,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""hustle bustle"", ""unexpected"", ""open mind"", ""tourist guide"", ""memories""]"
517,medina,1.0,Negative,2022,Post-COVID,Oct 2022,,"Written October 18, 2022",Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,"[""High_prices"", ""Other""]",Expensive,No,Not_mentioned,"[""ATMs"", ""expensive"", ""not local"", ""no recommendation"", ""pass through""]"
518,medina,4.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written October 15, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""nice stroll"", ""big medina"", ""shopping"", ""mosque"", ""square""]"
519,medina,5.0,Positive,2022,Post-COVID,Oct 2022,,"Written October 13, 2022",Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""popular"", ""souks"", ""dynamic"", ""cheap prices"", ""good restaurants""]"
520,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written October 11, 2022",Positive,4,Trust,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Neutral,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""souks"", ""get lost"", ""traders"", ""not aggressive"", ""friendly""]"
521,medina,5.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written October 10, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,"[""Aggressive_vendors""]",Not_mentioned,Yes,Not_mentioned,"[""beautiful"", ""selling"", ""impresionante"", ""hotel"", ""people""]"
522,medina,2.0,Negative,2022,Post-COVID,,,"Written October 7, 2022",Negative,1,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""negative reviews"", ""don't spend long"", ""other parts"", ""spot on""]"
523,medina,5.0,Positive,2022,Post-COVID,,,"Written October 7, 2022",Negative,2,Frustration,Negative,Neutral,Negative,Not_mentioned,Negative,"[""Safety"", ""Aggressive_vendors"", ""Overcrowding""]",Not_mentioned,No,Not_mentioned,"[""snakes"", ""monkeys"", ""worst driving"", ""pestered"", ""haggle""]"
524,medina,2.0,Negative,2022,Post-COVID,Oct 2022,Couples,"Written October 6, 2022",Negative,1,Disgust,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Bad_smell"", ""Safety""]",Not_mentioned,No,Not_mentioned,"[""stinks"", ""sewage"", ""motorcycles"", ""crowd"", ""bad smell""]"
525,medina,1.0,Negative,2022,Post-COVID,Oct 2022,Couples,"Written October 6, 2022",Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other"", ""Poor_condition""]",Not_mentioned,No,No,"[""cruelty"", ""monkeys"", ""snakes"", ""donkeys"", ""avoid""]"
526,medina,5.0,Positive,2022,Post-COVID,Oct 2022,,"Written October 5, 2022",Positive,3,Surprise,Negative,Not_mentioned,Neutral,Not_mentioned,Positive,"[""Getting_lost"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""lost"", ""brilliant"", ""mopeds"", ""narrow alleys"", ""sights and sounds""]"
527,medina,4.0,Positive,2022,Post-COVID,Sep 2022,Solo,"Written October 5, 2022",Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fascinating"", ""photogenic"", ""life"", ""colour"", ""assault on senses""]"
528,medina,4.0,Positive,2022,Post-COVID,Oct 2022,Couples,"Written October 2, 2022",Neutral,3,Surprise,Neutral,Positive,Negative,Not_mentioned,Positive,"[""Aggressive_vendors"", ""Overcrowding"", ""Scam""]",Fair,Yes,Not_mentioned,"[""experience"", ""motorcycles"", ""merchants"", ""bargain"", ""snake charmers""]"
529,medina,5.0,Positive,2022,Post-COVID,,,"Written September 29, 2022",Positive,5,Joy,Positive,Positive,Positive,Not_mentioned,Positive,[],Cheap,Yes,Not_mentioned,"[""amazing"", ""safe"", ""best prices"", ""friendly"", ""aromas""]"
530,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written September 28, 2022",Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,[],Cheap,Yes,Yes,"[""negotiate"", ""fun"", ""cheap"", ""night"", ""kicks off""]"
531,medina,5.0,Positive,2022,Post-COVID,Sep 2022,Couples,"Written September 26, 2022",Positive,4,Joy,Not_mentioned,Positive,Neutral,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""bargains"", ""bartering"", ""amazing shops"", ""artisans"", ""respectful""]"
532,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written September 24, 2022",Positive,4,Satisfaction,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,"[""High_prices""]",Fair,Yes,Not_mentioned,"[""true Marrakech"", ""crafts"", ""bargains"", ""inflating prices""]"
533,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written September 21, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""loved"", ""must do"", ""pottery"", ""Berber rugs"", ""spices""]"
534,medina,3.0,Neutral,2022,Post-COVID,Jul 2022,,"Written September 20, 2022",Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""cultural travellers"", ""recommend"", ""calmer"", ""overwhelming"", ""night""]"
535,medina,2.0,Negative,2022,Post-COVID,Sep 2022,Friends,"Written September 19, 2022",Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Overcrowding"", ""Scam"", ""Safety""]",Not_mentioned,No,No,"[""motorcycles"", ""catastrophe"", ""tip"", ""safety"", ""reservations""]"
536,medina,5.0,Positive,2022,Post-COVID,Sep 2022,Couples,"Written September 19, 2022",Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""whirlwind"", ""color"", ""noise"", ""aromas"", ""motorcycles""]"
537,medina,5.0,Positive,2022,Post-COVID,Sep 2022,Couples,"Written September 17, 2022",Neutral,3,Other,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""fortified walls"", ""classic Moroccan"", ""chaos"", ""markets"", ""sounds and smells""]"
538,medina,2.0,Negative,2022,Post-COVID,Sep 2022,Couples,"Written September 15, 2022",Negative,1,Anger,Negative,Not_mentioned,Negative,Negative,Negative,"[""Poor_cleanliness"", ""Getting_lost"", ""Aggressive_vendors""]",Not_mentioned,No,No,"[""dirty"", ""lost"", ""shopkeepers"", ""insistent"", ""rotten""]"
539,medina,4.0,Positive,2022,Post-COVID,,,"Written September 9, 2022",Positive,4,Joy,Positive,Neutral,Positive,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""must-see"", ""bargaining"", ""colors"", ""scents"", ""no danger""]"
540,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written September 8, 2022",Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""food stalls"", ""music"", ""snakes"", ""character""]"
541,medina,5.0,Positive,2022,Post-COVID,Sep 2022,,"Written September 7, 2022",Positive,4,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Overcrowding"", ""Navigation_difficulty"", ""Safety""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""Marrakech"", ""culture shock"", ""lively"", ""cyclists"", ""labyrinth""]"
542,medina,5.0,Positive,2022,Post-COVID,Aug 2022,,"Written September 7, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""wonderful"", ""culture"", ""economy"", ""crafts"", ""pottery""]"
543,medina,4.0,Positive,2022,Post-COVID,Aug 2022,Solo,"Written September 1, 2022",Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,"[""Getting_lost"", ""Navigation_difficulty"", ""Scam""]",Expensive,No,Not_mentioned,"[""faint hearted"", ""get lost"", ""scam"", ""guided tour"", ""streets""]"
544,medina,4.0,Positive,2022,Post-COVID,Aug 2022,Friends,"Written August 30, 2022",Positive,4,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,"[""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""experience"", ""alley ways"", ""barter"", ""stall holders"", ""spices""]"
545,medina,2.0,Negative,2022,Post-COVID,,,"Written August 21, 2022",Negative,1,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""High_prices""]",Expensive,No,Not_mentioned,"[""scam"", ""duped"", ""card payment"", ""charged twice"", ""souks""]"
546,medina,5.0,Positive,2022,Post-COVID,Apr 2022,Couples,"Written August 18, 2022",Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""storytellers"", ""musicians"", ""restaurants"", ""Moroccan treat"", ""enjoy""]"
547,medina,3.0,Neutral,2022,Post-COVID,,,"Written August 15, 2022",Negative,2,Frustration,Negative,Not_mentioned,Negative,Negative,Negative,"[""Safety"", ""Bad_smell"", ""Aggressive_vendors""]",Not_mentioned,No,No,"[""mopeds"", ""exhaust"", ""aggressive vendors"", ""cleanliness"", ""ruined""]"
548,medina,2.0,Negative,2022,Post-COVID,Aug 2022,Couples,"Written August 15, 2022",Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,No,No,"[""motorcycles"", ""unsafe"", ""exhaust fumes"", ""crowded"", ""beeping""]"
549,medina,4.0,Positive,2022,Post-COVID,Aug 2022,,"Written August 14, 2022",Neutral,3,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""stores"", ""alleys"", ""restaurants"", ""motorcycles"", ""beware""]"
550,medina,1.0,Negative,2022,Post-COVID,,,"Written August 14, 2022",Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,"[""Scam"", ""Aggressive_vendors""]",Not_mentioned,No,Not_mentioned,"[""scam"", ""beware"", ""lying"", ""aggressive"", ""vendors""]"
