row_id,Site,Stars,G_Sent,G_Score,G_Emotion,G_Safety,G_Pricing,G_Service,G_Cleanl.,G_Atmosph.,G_Problems,G_Price,G_Recom.,G_Revisit,C_Sent,C_Score,C_Emotion,C_Safety,C_Pricing,C_Service,C_Cleanl.,C_Atmosph.,C_Problems,C_Price,C_Recom.,C_Revisit
9005,bahia,1,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,"Overcrowding, Poor_condition, High_prices",Expensive,No,No,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,"Overcrowding, Poor_condition, High_prices",Expensive,No,No
14580,bahia,2,Negative,2,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,—,Fair,No,No,Negative,2,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Negative,—,Fair,No,No
14519,bahia,2,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,Other,Not_mentioned,No,Not_mentioned,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,Other,Not_mentioned,No,Not_mentioned
14584,bahia,1,Negative,2,Other,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Poor_condition,Not_mentioned,No,No,Negative,2,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Other,Not_mentioned,No,No
14623,bahia,2,Negative,1,Anger,Negative,Negative,Negative,Negative,Negative,"Aggressive_vendors, High_prices, Safety",Expensive,No,No,Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"Aggressive_vendors, High_prices, Safety, Scam, Navigation_difficulty",Expensive,No,No
13261,bahia,2,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"Overcrowding, Navigation_difficulty",Not_mentioned,No,No,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"Overcrowding, Navigation_difficulty",Not_mentioned,No,No
9541,bahia,2,Negative,2,Other,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Overcrowding,Not_mentioned,No,No,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Overcrowding,Not_mentioned,No,No
12289,bahia,2,Negative,1,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Poor_condition,Not_mentioned,No,No,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Poor_condition,Not_mentioned,No,Not_mentioned
13564,bahia,2,Negative,2,Frustration,Not_mentioned,Neutral,Negative,Not_mentioned,Negative,Poor_condition,Cheap,No,No,Negative,2,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,Poor_condition,Cheap,No,Yes
7118,medina,4,Neutral,3,Neutral,Not_mentioned,Neutral,Negative,Neutral,Neutral,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned
2606,medina,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
1162,medina,5,Positive,4,Joy,Negative,Neutral,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Negative,Neutral,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned
3019,medina,5,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned
3747,medina,4,Positive,5,Trust,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Trust,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
5566,medina,5,Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
3874,medina,5,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,High_prices,Expensive,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Negative,Neutral,Not_mentioned,Positive,"High_prices, Scam",Expensive,Not_mentioned,Not_mentioned
8110,medina,5,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"Aggressive_vendors, Navigation_difficulty, Scam",Not_mentioned,No,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"Aggressive_vendors, Navigation_difficulty, Scam",Not_mentioned,Not_mentioned,Not_mentioned
7710,medina,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Yes,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Yes
5862,medina,4,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Not_mentioned,Not_mentioned
6901,medina,5,Positive,4,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,Scam,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,Scam,Not_mentioned,Yes,Not_mentioned
4594,medina,5,Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Navigation_difficulty,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Not_mentioned,Not_mentioned
7140,medina,4,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,—,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,—,Not_mentioned,Not_mentioned,Not_mentioned
3975,medina,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
705,medina,5,Neutral,3,Surprise,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"Navigation_difficulty, Overcrowding, Getting_lost",Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"Getting_lost, Overcrowding",Not_mentioned,Yes,Not_mentioned
3897,medina,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
7558,medina,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
7670,medina,5,Positive,4,Trust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
6395,medina,4,Positive,4,Other,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned
907,medina,5,Positive,4,Joy,Neutral,Neutral,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Neutral,Neutral,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
3960,medina,4,Neutral,3,Frustration,Not_mentioned,Negative,Negative,Negative,Neutral,"Aggressive_vendors, Overcrowding, Bad_smell",Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"Aggressive_vendors, Scam",Not_mentioned,Not_mentioned,Not_mentioned
2977,medina,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned
4783,medina,4,Negative,2,Disgust,Negative,Not_mentioned,Negative,Negative,Neutral,"Scam, Safety, Other",Not_mentioned,No,Not_mentioned,Neutral,3,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"Scam, Safety, Other",Not_mentioned,Not_mentioned,Not_mentioned
8350,medina,5,Positive,4,Joy,Negative,Positive,Positive,Not_mentioned,Positive,"Scam, Overcrowding",Cheap,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,Scam,Cheap,Yes,Not_mentioned
412,medina,4,Neutral,3,Frustration,Neutral,Not_mentioned,Negative,Not_mentioned,Neutral,"Aggressive_vendors, Overcrowding",Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"Aggressive_vendors, Overcrowding",Not_mentioned,Yes,Not_mentioned
5104,medina,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
5323,medina,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
6961,medina,5,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,Aggressive_vendors,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Aggressive_vendors,Not_mentioned,Not_mentioned,Not_mentioned
3872,medina,4,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned
6195,medina,5,Neutral,3,Surprise,Negative,Positive,Not_mentioned,Not_mentioned,Positive,Safety,Cheap,Yes,Not_mentioned,Positive,4,Joy,Negative,Positive,Not_mentioned,Not_mentioned,Positive,Safety,Cheap,Yes,Not_mentioned
7037,medina,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
4305,medina,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Getting_lost,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Getting_lost,Not_mentioned,Yes,Not_mentioned
2533,medina,5,Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,—,Fair,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
9751,bahia,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
12754,bahia,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
14087,bahia,4,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
9350,bahia,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned
10751,bahia,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned
12619,bahia,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned
13231,bahia,4,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned
13804,bahia,4,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
11682,bahia,5,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Negative,Overcrowding,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,Overcrowding,Cheap,Yes,Not_mentioned
10232,bahia,5,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Overcrowding,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Not_mentioned,Not_mentioned
10610,bahia,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Overcrowding,Not_mentioned,Yes,Not_mentioned
11312,bahia,4,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
9639,bahia,4,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"Overcrowding, Poor_condition",Fair,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,"Overcrowding, Other",Fair,Yes,Not_mentioned
10788,bahia,4,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
11581,bahia,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
10987,bahia,4,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Poor_condition,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Poor_condition,Not_mentioned,Yes,Not_mentioned
14416,bahia,4,Positive,4,Neutral,Not_mentioned,Positive,Negative,Not_mentioned,Positive,Navigation_difficulty,Fair,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Negative,Not_mentioned,Positive,—,Fair,Yes,Not_mentioned
10799,bahia,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
10494,bahia,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
12126,bahia,4,Positive,4,Neutral,Not_mentioned,Positive,Positive,Not_mentioned,Neutral,Overcrowding,Fair,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,Overcrowding,Fair,Yes,Not_mentioned
11780,bahia,4,Neutral,3,Neutral,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,"Overcrowding, Other",Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Positive,Other,Not_mentioned,Not_mentioned,Not_mentioned
13571,bahia,4,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Poor_condition,Not_mentioned,Yes,Yes,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Poor_condition,Not_mentioned,Yes,Yes
13970,bahia,4,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned
12291,bahia,4,Positive,4,Neutral,Not_mentioned,Not_mentioned,Negative,Positive,Positive,—,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Negative,Positive,Positive,Other,Not_mentioned,Not_mentioned,Not_mentioned
11381,bahia,4,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Positive,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned
12190,bahia,5,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
12132,bahia,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
13099,bahia,5,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
10655,bahia,4,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Positive,Positive,Negative,Overcrowding,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Positive,Positive,Neutral,Overcrowding,Not_mentioned,Not_mentioned,Not_mentioned
9875,bahia,4,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Overcrowding,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Overcrowding,Not_mentioned,Not_mentioned,Not_mentioned
12960,bahia,4,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Not_mentioned,Not_mentioned
10993,bahia,4,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,—,Cheap,Yes,Not_mentioned
12377,bahia,4,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,—,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Other,Not_mentioned,Not_mentioned,Not_mentioned
6840,medina,3,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"Overcrowding, Navigation_difficulty, Getting_lost",Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"Overcrowding, Getting_lost, Navigation_difficulty",Not_mentioned,Not_mentioned,Not_mentioned
7940,medina,3,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Neutral,Neutral,"Overcrowding, Aggressive_vendors, Safety",Not_mentioned,No,No,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"Overcrowding, Aggressive_vendors, Safety",Not_mentioned,Not_mentioned,Not_mentioned
7222,medina,3,Positive,4,Joy,Not_mentioned,Neutral,Negative,Not_mentioned,Not_mentioned,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Neutral,Neutral,Not_mentioned,Neutral,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned
5912,medina,3,Positive,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,Safety,Not_mentioned,Yes,Not_mentioned
2206,medina,3,Negative,2,Frustration,Negative,Negative,Not_mentioned,Not_mentioned,Negative,"Navigation_difficulty, High_prices, Scam",Expensive,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Negative,Not_mentioned,Not_mentioned,Neutral,"Navigation_difficulty, Scam, High_prices",Expensive,Not_mentioned,Not_mentioned
7114,medina,3,Positive,4,Neutral,Not_mentioned,Neutral,Negative,Not_mentioned,Positive,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned,Neutral,3,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,Aggressive_vendors,Not_mentioned,Yes,Not_mentioned
6989,medina,3,Negative,1,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,"Bad_smell, Scam",Not_mentioned,No,No,Negative,1,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,"Bad_smell, Poor_condition, Scam",Not_mentioned,No,No
7734,medina,3,Neutral,3,Neutral,Not_mentioned,Negative,Positive,Not_mentioned,Neutral,"Navigation_difficulty, High_prices",Expensive,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Negative,Positive,Not_mentioned,Neutral,"Navigation_difficulty, High_prices",Expensive,Yes,Not_mentioned
2410,medina,3,Neutral,3,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,"Aggressive_vendors, Safety, Overcrowding",Not_mentioned,No,No,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"Aggressive_vendors, Safety, Overcrowding",Not_mentioned,Not_mentioned,Not_mentioned
2660,medina,3,Neutral,3,Frustration,Neutral,Negative,Negative,Negative,Negative,"Aggressive_vendors, Scam, Safety",Expensive,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Neutral,Negative,Negative,Negative,Negative,"Aggressive_vendors, Scam, Safety",Expensive,Not_mentioned,Not_mentioned
1441,medina,3,Positive,4,Surprise,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,"Aggressive_vendors, Scam, Safety",Expensive,Not_mentioned,Not_mentioned
5424,medina,3,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"Safety, Navigation_difficulty, Aggressive_vendors",Not_mentioned,No,Not_mentioned,Positive,4,Joy,Not_mentioned,Neutral,Neutral,Not_mentioned,Positive,—,Not_mentioned,Yes,Not_mentioned
5521,medina,3,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Overcrowding,Not_mentioned,No,No,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"Safety, Aggressive_vendors, Navigation_difficulty",Not_mentioned,No,Not_mentioned
730,medina,3,Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"Safety, Aggressive_vendors, Overcrowding",Not_mentioned,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Overcrowding,Not_mentioned,No,No
4671,medina,3,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Positive,"Navigation_difficulty, Scam, Aggressive_vendors",Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"Safety, Aggressive_vendors, Overcrowding",Not_mentioned,No,Not_mentioned
3666,medina,3,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Positive,—,Not_mentioned,Yes,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,"Scam, Aggressive_vendors, Navigation_difficulty",Not_mentioned,No,No
1188,medina,3,Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"Scam, Aggressive_vendors, Overcrowding",Expensive,Yes,Not_mentioned,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,Positive,—,Not_mentioned,Yes,Not_mentioned
2156,medina,3,Neutral,3,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"Scam, Safety",Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"Scam, Aggressive_vendors, Overcrowding",Expensive,Yes,Not_mentioned
