row_id,vader_full,vader_trunc,bert_stars_full,bert_stars_trunc,bert_full,bert_trunc
4408,Positive,Positive,5,5,Positive,Positive
4409,Positive,Positive,4,4,Positive,Positive
4410,Positive,Positive,4,4,Positive,Positive
4411,Negative,Negative,4,4,Positive,Positive
4412,Positive,Positive,3,3,Neutral,Neutral
4413,Neutral,Neutral,5,5,Positive,Positive
4414,Positive,Positive,5,5,Positive,Positive
4415,Positive,Positive,5,5,Positive,Positive
4416,Negative,Negative,1,1,Negative,Negative
4417,Positive,Positive,2,2,Negative,Negative
4418,Positive,Positive,3,3,Neutral,Neutral
4419,Positive,Positive,4,4,Positive,Positive
4420,Positive,Positive,5,5,Positive,Positive
4421,Positive,Positive,5,5,Positive,Positive
4422,Neutral,Neutral,4,4,Positive,Positive
4423,Positive,Positive,4,4,Positive,Positive
4424,Positive,Positive,4,4,Positive,Positive
4425,Positive,Positive,5,5,Positive,Positive
4426,Positive,Negative,2,2,Negative,Negative
4427,Negative,Negative,4,2,Positive,Negative
4428,Positive,Positive,3,3,Neutral,Neutral
4429,Positive,Positive,5,5,Positive,Positive
4430,Positive,Positive,4,4,Positive,Positive
4431,Positive,Positive,1,1,Negative,Negative
4432,Positive,Positive,3,3,Neutral,Neutral
4433,Positive,Positive,3,3,Neutral,Neutral
4434,Positive,Positive,4,4,Positive,Positive
4435,Positive,Positive,5,5,Positive,Positive
4436,Positive,Negative,4,4,Positive,Positive
4437,Positive,Positive,3,3,Neutral,Neutral
4438,Positive,Positive,4,4,Positive,Positive
4439,Positive,Positive,4,5,Positive,Positive
4440,Positive,Positive,4,4,Positive,Positive
4441,Positive,Positive,3,3,Neutral,Neutral
4442,Positive,Positive,5,5,Positive,Positive
4443,Positive,Positive,4,4,Positive,Positive
4444,Positive,Positive,4,4,Positive,Positive
4445,Positive,Positive,4,4,Positive,Positive
4446,Positive,Positive,5,5,Positive,Positive
4447,Positive,Negative,4,5,Positive,Positive
4448,Positive,Positive,4,4,Positive,Positive
4449,Positive,Positive,2,2,Negative,Negative
4450,Positive,Positive,5,5,Positive,Positive
4451,Positive,Positive,5,5,Positive,Positive
4452,Negative,Negative,1,1,Negative,Negative
4453,Neutral,Neutral,1,1,Negative,Negative
4454,Positive,Positive,1,1,Negative,Negative
4455,Positive,Positive,5,5,Positive,Positive
4456,Positive,Positive,5,5,Positive,Positive
4457,Positive,Positive,5,5,Positive,Positive
4458,Negative,Negative,4,4,Positive,Positive
4459,Positive,Positive,4,4,Positive,Positive
4460,Positive,Positive,3,3,Neutral,Neutral
4461,Positive,Positive,5,5,Positive,Positive
4462,Positive,Positive,4,4,Positive,Positive
4463,Positive,Positive,5,5,Positive,Positive
4464,Negative,Negative,3,3,Neutral,Neutral
4465,Positive,Positive,4,4,Positive,Positive
4466,Positive,Positive,2,2,Negative,Negative
4467,Neutral,Neutral,5,5,Positive,Positive
4468,Positive,Positive,5,5,Positive,Positive
4469,Positive,Positive,2,2,Negative,Negative
4470,Positive,Positive,4,4,Positive,Positive
4471,Negative,Negative,4,4,Positive,Positive
4472,Negative,Negative,5,5,Positive,Positive
4473,Positive,Negative,4,1,Positive,Negative
4474,Positive,Positive,4,4,Positive,Positive
4475,Positive,Positive,5,5,Positive,Positive
4476,Positive,Positive,5,5,Positive,Positive
4477,Negative,Negative,1,1,Negative,Negative
4478,Positive,Positive,4,4,Positive,Positive
4479,Positive,Positive,5,5,Positive,Positive
4480,Positive,Positive,4,4,Positive,Positive
4481,Positive,Positive,5,5,Positive,Positive
4482,Positive,Positive,3,3,Neutral,Neutral
4483,Positive,Positive,5,5,Positive,Positive
4484,Negative,Positive,2,3,Negative,Neutral
4485,Neutral,Negative,4,4,Positive,Positive
4486,Positive,Positive,5,5,Positive,Positive
4487,Positive,Positive,4,4,Positive,Positive
4488,Positive,Negative,4,4,Positive,Positive
4489,Positive,Positive,5,5,Positive,Positive
4490,Negative,Negative,3,3,Neutral,Neutral
4491,Positive,Positive,4,4,Positive,Positive
4492,Positive,Positive,3,3,Neutral,Neutral
4493,Negative,Negative,1,1,Negative,Negative
4494,Positive,Positive,5,5,Positive,Positive
4495,Positive,Positive,5,5,Positive,Positive
4496,Negative,Negative,1,1,Negative,Negative
4497,Positive,Positive,4,4,Positive,Positive
4498,Positive,Positive,4,3,Positive,Neutral
4499,Positive,Negative,4,4,Positive,Positive
4500,Negative,Negative,3,3,Neutral,Neutral
4501,Positive,Positive,5,5,Positive,Positive
4502,Negative,Negative,2,1,Negative,Negative
4503,Positive,Positive,4,4,Positive,Positive
4504,Positive,Positive,4,4,Positive,Positive
4505,Positive,Positive,5,5,Positive,Positive
4506,Positive,Positive,5,5,Positive,Positive
4507,Positive,Positive,5,5,Positive,Positive
4508,Negative,Negative,4,4,Positive,Positive
4509,Positive,Positive,4,4,Positive,Positive
4510,Positive,Positive,5,5,Positive,Positive
4511,Positive,Positive,5,5,Positive,Positive
4512,Neutral,Neutral,5,5,Positive,Positive
4513,Negative,Negative,5,4,Positive,Positive
4514,Positive,Positive,5,5,Positive,Positive
4515,Positive,Positive,4,3,Positive,Neutral
4516,Negative,Negative,4,4,Positive,Positive
4517,Positive,Positive,4,4,Positive,Positive
4518,Neutral,Neutral,4,4,Positive,Positive
4519,Positive,Positive,5,5,Positive,Positive
4520,Positive,Positive,4,4,Positive,Positive
4521,Positive,Positive,5,5,Positive,Positive
4522,Positive,Positive,5,5,Positive,Positive
4523,Positive,Positive,4,4,Positive,Positive
4524,Positive,Positive,5,5,Positive,Positive
4525,Positive,Positive,5,5,Positive,Positive
4526,Negative,Negative,3,3,Neutral,Neutral
4527,Positive,Positive,5,5,Positive,Positive
4528,Neutral,Negative,3,3,Neutral,Neutral
4529,Positive,Positive,2,3,Negative,Neutral
4530,Positive,Positive,4,2,Positive,Negative
4531,Negative,Negative,3,3,Neutral,Neutral
4532,Positive,Positive,4,4,Positive,Positive
4533,Positive,Positive,5,4,Positive,Positive
4534,Negative,Negative,3,3,Neutral,Neutral
4535,Negative,Negative,1,1,Negative,Negative
4536,Positive,Positive,4,4,Positive,Positive
4537,Negative,Positive,1,2,Negative,Negative
4538,Positive,Positive,5,5,Positive,Positive
4539,Positive,Positive,5,5,Positive,Positive
4540,Positive,Positive,5,5,Positive,Positive
4541,Positive,Positive,4,4,Positive,Positive
4542,Negative,Negative,2,2,Negative,Negative
4543,Negative,Negative,4,4,Positive,Positive
4544,Positive,Positive,5,5,Positive,Positive
4545,Negative,Negative,1,1,Negative,Negative
4546,Negative,Negative,4,4,Positive,Positive
4547,Negative,Negative,2,2,Negative,Negative
4548,Positive,Positive,2,2,Negative,Negative
4549,Positive,Positive,3,3,Neutral,Neutral
4550,Positive,Positive,5,5,Positive,Positive
4551,Positive,Positive,5,4,Positive,Positive
4552,Positive,Positive,4,4,Positive,Positive
4553,Positive,Positive,5,5,Positive,Positive
4554,Positive,Positive,5,5,Positive,Positive
4555,Positive,Positive,5,5,Positive,Positive
4556,Positive,Positive,5,5,Positive,Positive
4557,Positive,Positive,5,5,Positive,Positive
4558,Positive,Positive,5,5,Positive,Positive
4559,Negative,Negative,5,5,Positive,Positive
4560,Positive,Positive,5,5,Positive,Positive
4561,Positive,Positive,5,5,Positive,Positive
4562,Positive,Positive,4,4,Positive,Positive
4563,Positive,Positive,5,1,Positive,Negative
4564,Positive,Positive,4,4,Positive,Positive
4565,Positive,Positive,5,5,Positive,Positive
4566,Positive,Positive,4,4,Positive,Positive
4567,Positive,Positive,4,4,Positive,Positive
4568,Positive,Positive,2,2,Negative,Negative
4569,Positive,Positive,5,5,Positive,Positive
4570,Positive,Positive,5,5,Positive,Positive
4571,Positive,Positive,2,2,Negative,Negative
4572,Negative,Negative,3,3,Neutral,Neutral
4573,Positive,Positive,5,5,Positive,Positive
4574,Negative,Negative,1,1,Negative,Negative
4575,Positive,Positive,5,5,Positive,Positive
4576,Positive,Positive,5,5,Positive,Positive
4577,Positive,Positive,5,5,Positive,Positive
4578,Negative,Negative,2,3,Negative,Neutral
4579,Positive,Positive,5,5,Positive,Positive
4580,Negative,Negative,1,2,Negative,Negative
4581,Positive,Positive,5,5,Positive,Positive
4582,Negative,Negative,4,4,Positive,Positive
4583,Positive,Positive,5,5,Positive,Positive
4584,Negative,Negative,4,4,Positive,Positive
4585,Positive,Positive,4,4,Positive,Positive
4586,Positive,Positive,4,4,Positive,Positive
4587,Positive,Positive,5,5,Positive,Positive
4588,Positive,Positive,5,5,Positive,Positive
4589,Positive,Positive,4,4,Positive,Positive
4590,Positive,Positive,4,4,Positive,Positive
4591,Positive,Positive,5,5,Positive,Positive
4592,Positive,Positive,4,4,Positive,Positive
4593,Positive,Positive,5,5,Positive,Positive
4594,Positive,Positive,5,5,Positive,Positive
4595,Positive,Positive,4,4,Positive,Positive
4596,Positive,Positive,5,5,Positive,Positive
4597,Positive,Positive,5,5,Positive,Positive
4598,Positive,Positive,4,4,Positive,Positive
4599,Positive,Positive,4,4,Positive,Positive
4600,Positive,Positive,5,5,Positive,Positive
4601,Positive,Positive,4,4,Positive,Positive
4602,Positive,Positive,5,5,Positive,Positive
4603,Positive,Positive,5,5,Positive,Positive
4604,Positive,Positive,5,5,Positive,Positive
4605,Positive,Positive,5,5,Positive,Positive
4606,Positive,Positive,5,5,Positive,Positive
4607,Positive,Positive,5,5,Positive,Positive
4608,Negative,Negative,2,2,Negative,Negative
4609,Positive,Positive,5,5,Positive,Positive
4610,Positive,Positive,5,5,Positive,Positive
4611,Positive,Positive,2,2,Negative,Negative
4612,Positive,Positive,4,4,Positive,Positive
4613,Positive,Positive,4,4,Positive,Positive
4614,Positive,Positive,5,5,Positive,Positive
4615,Positive,Positive,4,4,Positive,Positive
4616,Positive,Positive,5,5,Positive,Positive
4617,Positive,Positive,5,5,Positive,Positive
4618,Positive,Positive,5,5,Positive,Positive
4619,Positive,Positive,3,3,Neutral,Neutral
4620,Positive,Positive,4,4,Positive,Positive
4621,Positive,Positive,5,5,Positive,Positive
4622,Negative,Negative,2,5,Negative,Positive
4623,Positive,Positive,5,5,Positive,Positive
4624,Positive,Positive,5,5,Positive,Positive
4625,Negative,Negative,5,5,Positive,Positive
4626,Positive,Positive,5,5,Positive,Positive
4627,Positive,Positive,4,4,Positive,Positive
4628,Positive,Positive,3,3,Neutral,Neutral
4629,Positive,Positive,3,3,Neutral,Neutral
4630,Positive,Negative,2,2,Negative,Negative
4631,Neutral,Neutral,5,5,Positive,Positive
4632,Positive,Positive,5,5,Positive,Positive
4633,Positive,Positive,2,2,Negative,Negative
4634,Positive,Positive,5,5,Positive,Positive
4635,Negative,Negative,2,2,Negative,Negative
4636,Positive,Positive,1,1,Negative,Negative
4637,Positive,Positive,2,2,Negative,Negative
4638,Positive,Positive,2,2,Negative,Negative
4639,Positive,Positive,4,2,Positive,Negative
4640,Positive,Positive,5,2,Positive,Negative
4641,Positive,Positive,4,4,Positive,Positive
4642,Positive,Positive,5,5,Positive,Positive
4643,Positive,Positive,3,3,Neutral,Neutral
4644,Positive,Positive,5,5,Positive,Positive
4645,Positive,Positive,5,5,Positive,Positive
4646,Positive,Positive,4,4,Positive,Positive
4647,Positive,Positive,5,5,Positive,Positive
4648,Positive,Positive,5,5,Positive,Positive
4649,Positive,Positive,5,5,Positive,Positive
4650,Positive,Positive,5,4,Positive,Positive
4651,Positive,Positive,5,5,Positive,Positive
4652,Positive,Positive,3,3,Neutral,Neutral
4653,Positive,Positive,5,5,Positive,Positive
4654,Positive,Positive,2,2,Negative,Negative
4655,Negative,Negative,2,2,Negative,Negative
4656,Positive,Positive,2,2,Negative,Negative
4657,Positive,Positive,4,4,Positive,Positive
4658,Positive,Positive,5,5,Positive,Positive
4659,Positive,Positive,4,4,Positive,Positive
4660,Positive,Positive,5,5,Positive,Positive
4661,Positive,Positive,5,5,Positive,Positive
4662,Positive,Positive,3,3,Neutral,Neutral
4663,Positive,Positive,4,4,Positive,Positive
4664,Neutral,Neutral,4,4,Positive,Positive
4665,Positive,Positive,5,5,Positive,Positive
4666,Positive,Positive,2,1,Negative,Negative
4667,Positive,Positive,4,4,Positive,Positive
4668,Positive,Negative,4,3,Positive,Neutral
4669,Positive,Positive,3,3,Neutral,Neutral
4670,Positive,Positive,4,4,Positive,Positive
4671,Positive,Positive,3,4,Neutral,Positive
4672,Positive,Positive,5,5,Positive,Positive
4673,Positive,Positive,4,4,Positive,Positive
4674,Positive,Positive,3,3,Neutral,Neutral
4675,Positive,Positive,4,4,Positive,Positive
4676,Positive,Positive,5,5,Positive,Positive
4677,Positive,Positive,4,4,Positive,Positive
4678,Positive,Positive,4,4,Positive,Positive
4679,Positive,Positive,3,3,Neutral,Neutral
4680,Positive,Positive,5,5,Positive,Positive
4681,Positive,Positive,5,5,Positive,Positive
4682,Positive,Positive,5,5,Positive,Positive
4683,Negative,Negative,5,5,Positive,Positive
4684,Negative,Negative,4,4,Positive,Positive
4685,Positive,Positive,5,5,Positive,Positive
4686,Positive,Positive,4,4,Positive,Positive
4687,Negative,Negative,1,1,Negative,Negative
4688,Positive,Positive,5,5,Positive,Positive
4689,Positive,Positive,5,5,Positive,Positive
4690,Negative,Negative,1,1,Negative,Negative
4691,Positive,Positive,4,4,Positive,Positive
4692,Positive,Positive,5,5,Positive,Positive
4693,Positive,Positive,4,4,Positive,Positive
4694,Positive,Positive,5,5,Positive,Positive
4695,Positive,Positive,5,5,Positive,Positive
4696,Negative,Negative,1,1,Negative,Negative
4697,Positive,Positive,4,4,Positive,Positive
4698,Positive,Positive,4,4,Positive,Positive
4699,Negative,Negative,5,5,Positive,Positive
4700,Positive,Positive,5,5,Positive,Positive
4701,Positive,Positive,4,4,Positive,Positive
4702,Positive,Positive,5,5,Positive,Positive
4703,Positive,Positive,5,5,Positive,Positive
4704,Positive,Positive,5,5,Positive,Positive
4705,Positive,Positive,5,5,Positive,Positive
4706,Positive,Positive,4,4,Positive,Positive
4707,Positive,Positive,4,2,Positive,Negative
4708,Positive,Positive,1,1,Negative,Negative
4709,Positive,Positive,4,4,Positive,Positive
4710,Positive,Positive,5,5,Positive,Positive
4711,Positive,Positive,1,1,Negative,Negative
4712,Positive,Positive,5,5,Positive,Positive
4713,Positive,Positive,3,3,Neutral,Neutral
4714,Positive,Positive,4,4,Positive,Positive
4715,Positive,Positive,5,5,Positive,Positive
4716,Positive,Positive,4,4,Positive,Positive
4717,Positive,Positive,5,5,Positive,Positive
4718,Positive,Positive,4,4,Positive,Positive
4719,Negative,Negative,1,1,Negative,Negative
4720,Negative,Negative,1,1,Negative,Negative
4721,Positive,Positive,5,5,Positive,Positive
4722,Positive,Positive,5,4,Positive,Positive
4723,Negative,Negative,2,2,Negative,Negative
4724,Positive,Positive,5,5,Positive,Positive
4725,Positive,Positive,4,4,Positive,Positive
4726,Positive,Positive,4,4,Positive,Positive
4727,Positive,Positive,1,1,Negative,Negative
4728,Positive,Positive,4,4,Positive,Positive
4729,Positive,Positive,5,5,Positive,Positive
4730,Negative,Negative,3,3,Neutral,Neutral
4731,Positive,Positive,5,5,Positive,Positive
4732,Positive,Positive,5,5,Positive,Positive
4733,Positive,Positive,5,5,Positive,Positive
4734,Positive,Negative,4,2,Positive,Negative
4735,Positive,Positive,5,5,Positive,Positive
4736,Positive,Positive,5,5,Positive,Positive
4737,Positive,Positive,4,4,Positive,Positive
4738,Positive,Positive,5,5,Positive,Positive
4739,Positive,Positive,4,4,Positive,Positive
4740,Positive,Positive,4,4,Positive,Positive
4741,Positive,Positive,4,4,Positive,Positive
4742,Positive,Positive,5,5,Positive,Positive
4743,Positive,Positive,4,4,Positive,Positive
4744,Positive,Positive,4,4,Positive,Positive
4745,Negative,Negative,4,4,Positive,Positive
4746,Positive,Positive,4,4,Positive,Positive
4747,Positive,Positive,5,5,Positive,Positive
4748,Positive,Positive,4,4,Positive,Positive
4749,Positive,Positive,5,5,Positive,Positive
4750,Negative,Negative,4,4,Positive,Positive
4751,Positive,Positive,4,2,Positive,Negative
4752,Positive,Positive,5,5,Positive,Positive
4753,Positive,Positive,5,5,Positive,Positive
4754,Positive,Positive,4,4,Positive,Positive
4755,Positive,Positive,5,5,Positive,Positive
4756,Positive,Positive,5,5,Positive,Positive
4757,Positive,Positive,5,5,Positive,Positive
4758,Positive,Positive,2,2,Negative,Negative
4759,Positive,Positive,4,4,Positive,Positive
4760,Negative,Negative,2,2,Negative,Negative
4761,Positive,Positive,5,5,Positive,Positive
4762,Positive,Negative,4,4,Positive,Positive
4763,Positive,Positive,5,5,Positive,Positive
4764,Negative,Negative,5,5,Positive,Positive
4765,Positive,Positive,5,5,Positive,Positive
4766,Positive,Positive,5,5,Positive,Positive
4767,Negative,Negative,1,1,Negative,Negative
4768,Positive,Positive,5,5,Positive,Positive
4769,Positive,Positive,4,4,Positive,Positive
4770,Positive,Positive,4,4,Positive,Positive
4771,Positive,Positive,4,4,Positive,Positive
4772,Positive,Positive,5,5,Positive,Positive
4773,Positive,Positive,4,4,Positive,Positive
4774,Positive,Positive,5,5,Positive,Positive
4775,Positive,Positive,1,1,Negative,Negative
4776,Positive,Positive,5,5,Positive,Positive
4777,Positive,Positive,3,3,Neutral,Neutral
4778,Positive,Positive,2,2,Negative,Negative
4779,Positive,Positive,5,5,Positive,Positive
4780,Positive,Positive,5,5,Positive,Positive
4781,Positive,Positive,4,4,Positive,Positive
4782,Positive,Positive,4,4,Positive,Positive
4783,Positive,Positive,4,4,Positive,Positive
4784,Positive,Positive,4,4,Positive,Positive
4785,Positive,Positive,2,2,Negative,Negative
4786,Positive,Positive,4,4,Positive,Positive
4787,Negative,Positive,2,2,Negative,Negative
4788,Positive,Positive,4,3,Positive,Neutral
4789,Neutral,Neutral,5,5,Positive,Positive
4790,Positive,Positive,1,1,Negative,Negative
4791,Positive,Positive,4,4,Positive,Positive
4792,Positive,Positive,5,5,Positive,Positive
4793,Negative,Negative,2,2,Negative,Negative
4794,Positive,Positive,4,4,Positive,Positive
4795,Positive,Positive,5,5,Positive,Positive
4796,Positive,Positive,3,3,Neutral,Neutral
4797,Negative,Positive,2,2,Negative,Negative
4798,Positive,Positive,5,5,Positive,Positive
4799,Positive,Positive,5,5,Positive,Positive
4800,Positive,Positive,5,5,Positive,Positive
4801,Positive,Positive,4,4,Positive,Positive
4802,Positive,Positive,5,5,Positive,Positive
4803,Negative,Negative,4,4,Positive,Positive
4804,Positive,Positive,5,5,Positive,Positive
4805,Positive,Positive,4,4,Positive,Positive
4806,Positive,Positive,3,3,Neutral,Neutral
4807,Negative,Negative,5,5,Positive,Positive
4808,Negative,Positive,5,5,Positive,Positive
4809,Positive,Positive,4,4,Positive,Positive
4810,Positive,Positive,4,4,Positive,Positive
4811,Negative,Negative,5,5,Positive,Positive
4812,Positive,Positive,5,5,Positive,Positive
4813,Positive,Negative,4,4,Positive,Positive
4814,Positive,Positive,4,4,Positive,Positive
4815,Negative,Negative,4,4,Positive,Positive
4816,Positive,Positive,5,5,Positive,Positive
4817,Positive,Positive,1,1,Negative,Negative
4818,Positive,Positive,4,4,Positive,Positive
4819,Positive,Positive,5,5,Positive,Positive
4820,Positive,Positive,5,5,Positive,Positive
4821,Positive,Positive,4,4,Positive,Positive
4822,Positive,Positive,1,1,Negative,Negative
4823,Negative,Negative,1,1,Negative,Negative
4824,Positive,Positive,5,5,Positive,Positive
4825,Negative,Negative,2,2,Negative,Negative
4826,Positive,Positive,5,5,Positive,Positive
4827,Positive,Positive,5,5,Positive,Positive
4828,Positive,Positive,4,4,Positive,Positive
4829,Positive,Positive,3,3,Neutral,Neutral
4830,Positive,Positive,3,3,Neutral,Neutral
4831,Negative,Negative,2,2,Negative,Negative
4832,Positive,Positive,5,5,Positive,Positive
4833,Positive,Positive,4,4,Positive,Positive
4834,Positive,Positive,5,5,Positive,Positive
4835,Positive,Positive,4,4,Positive,Positive
4836,Positive,Positive,4,4,Positive,Positive
4837,Positive,Positive,4,4,Positive,Positive
4838,Positive,Positive,4,4,Positive,Positive
4839,Positive,Positive,4,4,Positive,Positive
4840,Positive,Positive,5,5,Positive,Positive
4841,Positive,Positive,4,4,Positive,Positive
4842,Positive,Positive,2,2,Negative,Negative
4843,Positive,Positive,4,4,Positive,Positive
4844,Positive,Positive,5,5,Positive,Positive
4845,Positive,Positive,3,3,Neutral,Neutral
4846,Positive,Positive,5,5,Positive,Positive
4847,Positive,Positive,5,5,Positive,Positive
4848,Positive,Positive,5,5,Positive,Positive
4849,Positive,Positive,5,5,Positive,Positive
4850,Positive,Positive,3,3,Neutral,Neutral
4851,Positive,Positive,2,2,Negative,Negative
4852,Positive,Negative,2,2,Negative,Negative
4853,Positive,Positive,4,4,Positive,Positive
4854,Positive,Negative,4,4,Positive,Positive
4855,Positive,Positive,4,4,Positive,Positive
4856,Positive,Positive,5,5,Positive,Positive
4857,Positive,Positive,3,3,Neutral,Neutral
4858,Positive,Positive,4,4,Positive,Positive
4859,Positive,Negative,3,3,Neutral,Neutral
4860,Positive,Positive,5,5,Positive,Positive
4861,Positive,Positive,4,4,Positive,Positive
4862,Positive,Positive,3,3,Neutral,Neutral
4863,Positive,Positive,1,1,Negative,Negative
4864,Positive,Positive,5,5,Positive,Positive
4865,Positive,Positive,4,4,Positive,Positive
4866,Positive,Positive,5,5,Positive,Positive
4867,Negative,Negative,5,5,Positive,Positive
4868,Positive,Positive,3,3,Neutral,Neutral
4869,Positive,Positive,5,5,Positive,Positive
4870,Positive,Positive,4,4,Positive,Positive
4871,Positive,Positive,5,5,Positive,Positive
4872,Positive,Positive,5,5,Positive,Positive
4873,Positive,Positive,5,5,Positive,Positive
4874,Negative,Negative,3,3,Neutral,Neutral
4875,Positive,Positive,5,5,Positive,Positive
4876,Positive,Negative,4,2,Positive,Negative
4877,Positive,Positive,5,5,Positive,Positive
4878,Positive,Positive,4,4,Positive,Positive
4879,Positive,Positive,5,5,Positive,Positive
4880,Negative,Negative,3,3,Neutral,Neutral
4881,Negative,Negative,5,5,Positive,Positive
4882,Positive,Positive,3,3,Neutral,Neutral
4883,Positive,Positive,5,5,Positive,Positive
4884,Positive,Positive,5,4,Positive,Positive
4885,Positive,Positive,4,4,Positive,Positive
4886,Positive,Positive,4,4,Positive,Positive
4887,Neutral,Neutral,3,3,Neutral,Neutral
4888,Positive,Positive,5,5,Positive,Positive
4889,Positive,Positive,5,5,Positive,Positive
4890,Positive,Positive,3,3,Neutral,Neutral
4891,Positive,Positive,5,5,Positive,Positive
4892,Positive,Positive,4,4,Positive,Positive
4893,Positive,Positive,5,4,Positive,Positive
4894,Positive,Positive,4,4,Positive,Positive
4895,Negative,Negative,2,2,Negative,Negative
4896,Positive,Positive,4,4,Positive,Positive
4897,Positive,Positive,3,2,Neutral,Negative
4898,Positive,Positive,2,2,Negative,Negative
4899,Positive,Positive,5,5,Positive,Positive
4900,Positive,Positive,4,4,Positive,Positive
4901,Negative,Negative,4,2,Positive,Negative
4902,Positive,Positive,3,3,Neutral,Neutral
4903,Positive,Positive,5,5,Positive,Positive
4904,Positive,Positive,4,4,Positive,Positive
4905,Positive,Positive,5,5,Positive,Positive
4906,Positive,Positive,3,3,Neutral,Neutral
4907,Negative,Negative,2,2,Negative,Negative
4908,Positive,Positive,4,4,Positive,Positive
4909,Positive,Positive,5,5,Positive,Positive
4910,Positive,Positive,5,5,Positive,Positive
4911,Positive,Positive,2,2,Negative,Negative
4912,Positive,Positive,5,5,Positive,Positive
4913,Positive,Positive,4,4,Positive,Positive
4914,Positive,Positive,5,5,Positive,Positive
4915,Positive,Positive,4,4,Positive,Positive
4916,Positive,Positive,5,5,Positive,Positive
4917,Positive,Positive,5,5,Positive,Positive
4918,Positive,Positive,4,4,Positive,Positive
4919,Positive,Positive,5,4,Positive,Positive
4920,Positive,Positive,4,4,Positive,Positive
4921,Positive,Positive,3,3,Neutral,Neutral
4922,Positive,Positive,5,5,Positive,Positive
4923,Positive,Positive,5,5,Positive,Positive
4924,Positive,Positive,4,4,Positive,Positive
4925,Positive,Positive,5,5,Positive,Positive
4926,Positive,Positive,4,4,Positive,Positive
4927,Positive,Positive,4,4,Positive,Positive
4928,Negative,Negative,5,5,Positive,Positive
4929,Positive,Positive,3,3,Neutral,Neutral
4930,Positive,Positive,5,5,Positive,Positive
4931,Positive,Positive,4,4,Positive,Positive
4932,Positive,Positive,5,5,Positive,Positive
4933,Positive,Positive,5,5,Positive,Positive
4934,Negative,Negative,5,5,Positive,Positive
4935,Positive,Positive,4,4,Positive,Positive
4936,Positive,Positive,5,5,Positive,Positive
4937,Positive,Positive,5,5,Positive,Positive
4938,Positive,Positive,5,2,Positive,Negative
4939,Positive,Positive,5,5,Positive,Positive
4940,Positive,Positive,4,4,Positive,Positive
4941,Negative,Negative,2,2,Negative,Negative
4942,Positive,Positive,4,4,Positive,Positive
4943,Positive,Positive,3,3,Neutral,Neutral
4944,Positive,Positive,5,5,Positive,Positive
4945,Positive,Positive,2,2,Negative,Negative
4946,Negative,Negative,1,1,Negative,Negative
4947,Positive,Positive,4,4,Positive,Positive
4948,Positive,Positive,3,3,Neutral,Neutral
4949,Negative,Negative,1,1,Negative,Negative
4950,Positive,Positive,4,4,Positive,Positive
4951,Positive,Positive,5,5,Positive,Positive
4952,Positive,Positive,4,4,Positive,Positive
4953,Positive,Positive,4,4,Positive,Positive
4954,Negative,Negative,2,2,Negative,Negative
4955,Positive,Positive,5,5,Positive,Positive
4956,Positive,Positive,5,5,Positive,Positive
4957,Positive,Positive,5,5,Positive,Positive
4958,Positive,Positive,4,4,Positive,Positive
4959,Positive,Positive,5,5,Positive,Positive
4960,Positive,Positive,4,4,Positive,Positive
4961,Neutral,Neutral,5,5,Positive,Positive
4962,Negative,Negative,2,1,Negative,Negative
4963,Positive,Positive,4,4,Positive,Positive
4964,Positive,Negative,2,2,Negative,Negative
4965,Positive,Positive,4,4,Positive,Positive
4966,Positive,Positive,5,5,Positive,Positive
4967,Positive,Positive,5,5,Positive,Positive
4968,Positive,Positive,5,5,Positive,Positive
4969,Positive,Positive,5,5,Positive,Positive
4970,Positive,Positive,4,4,Positive,Positive
4971,Positive,Positive,4,4,Positive,Positive
4972,Positive,Positive,5,5,Positive,Positive
4973,Positive,Positive,5,5,Positive,Positive
4974,Positive,Positive,4,4,Positive,Positive
4975,Positive,Positive,4,4,Positive,Positive
4976,Positive,Positive,5,5,Positive,Positive
4977,Positive,Positive,4,4,Positive,Positive
4978,Positive,Positive,4,3,Positive,Neutral
4979,Positive,Positive,4,4,Positive,Positive
4980,Negative,Negative,5,4,Positive,Positive
4981,Positive,Positive,5,5,Positive,Positive
4982,Positive,Positive,3,3,Neutral,Neutral
4983,Positive,Positive,4,4,Positive,Positive
4984,Positive,Positive,5,5,Positive,Positive
4985,Negative,Negative,2,3,Negative,Neutral
4986,Positive,Positive,4,4,Positive,Positive
4987,Positive,Positive,5,5,Positive,Positive
4988,Positive,Positive,4,4,Positive,Positive
4989,Positive,Positive,5,5,Positive,Positive
4990,Positive,Positive,5,5,Positive,Positive
4991,Positive,Positive,5,5,Positive,Positive
4992,Positive,Positive,5,5,Positive,Positive
4993,Positive,Positive,4,4,Positive,Positive
4994,Positive,Positive,5,5,Positive,Positive
4995,Positive,Positive,4,4,Positive,Positive
4996,Positive,Positive,4,4,Positive,Positive
4997,Positive,Positive,4,4,Positive,Positive
4998,Negative,Negative,3,3,Neutral,Neutral
4999,Positive,Positive,2,2,Negative,Negative
5000,Positive,Positive,4,4,Positive,Positive
5001,Neutral,Neutral,5,5,Positive,Positive
5002,Positive,Positive,4,4,Positive,Positive
5003,Positive,Positive,4,4,Positive,Positive
5004,Neutral,Neutral,5,5,Positive,Positive
5005,Positive,Positive,5,5,Positive,Positive
5006,Positive,Positive,4,4,Positive,Positive
5007,Negative,Negative,5,5,Positive,Positive
