row_id,A1_sentiment,A1_score,A1_emotion,A1_asp_safety,A1_asp_pricing,A1_asp_service,A1_asp_cleanliness,A1_asp_atmosphere,A1_p_Aggressive_vendors,A1_p_Navigation_difficulty,A1_p_Getting_lost,A1_p_Bad_smell,A1_p_Overcrowding,A1_p_Poor_condition,A1_p_High_prices,A1_p_Scam,A1_p_Safety,A1_p_Other,A1_price_perception,A1_recommendation,A1_revisit,A2_sentiment,A2_score,A2_emotion,A2_asp_safety,A2_asp_pricing,A2_asp_service,A2_asp_cleanliness,A2_asp_atmosphere,A2_p_Aggressive_vendors,A2_p_Navigation_difficulty,A2_p_Getting_lost,A2_p_Bad_smell,A2_p_Overcrowding,A2_p_Poor_condition,A2_p_High_prices,A2_p_Scam,A2_p_Safety,A2_p_Other,A2_price_perception,A2_recommendation,A2_revisit
13160,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
13581,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Trust,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
9500,Negative,1,Anger,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,1,0,1,Not_mentioned,Not_mentioned,Not_mentioned
13203,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
9334,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Negative,Positive,0,0,0,0,1,1,1,0,0,1,Expensive,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
9443,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
4542,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,1,0,0,1,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,1,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
10385,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
11521,Neutral,3,Frustration,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,0,0,0,1,Cheap,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,1,0,0,0,1,Fair,Not_mentioned,Not_mentioned
8319,Neutral,3,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Fear,Negative,Not_mentioned,Neutral,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
6528,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Neutral,Negative,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
2299,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
7820,Positive,5,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Positive,Not_mentioned,Positive,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
14127,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
13803,Negative,2,Frustration,Not_mentioned,Positive,Negative,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Cheap,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Cheap,Not_mentioned,Not_mentioned
1380,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
2597,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Surprise,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned
7469,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
8031,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
8214,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned
12079,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
2351,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,0,0,0,0,1,0,Not_mentioned,No,No,Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,1,0,Not_mentioned,No,No
13465,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Yes,Not_mentioned
1349,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,1,1,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,1,1,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
7390,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Negative,Negative,Negative,Not_mentioned,Positive,0,0,0,0,0,0,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned
12200,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
9206,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
13474,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Cheap,Yes,Not_mentioned
9620,Negative,2,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,No,Not_mentioned,Negative,2,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,0,Not_mentioned,No,Not_mentioned
7041,Negative,2,Disgust,Negative,Not_mentioned,Not_mentioned,Negative,Negative,1,0,1,0,0,1,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Disgust,Negative,Not_mentioned,Negative,Negative,Negative,1,1,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
17,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,1,0,0,0,0,1,1,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Neutral,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,0,1,1,0,0,0,0,1,1,1,Not_mentioned,Yes,Not_mentioned
5331,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
7678,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
14402,Positive,4,Joy,Not_mentioned,Positive,Negative,Positive,Positive,0,0,0,0,0,0,0,0,0,1,Fair,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Fair,Not_mentioned,Not_mentioned
7632,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
6294,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
4178,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,Not_mentioned
10876,Negative,1,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,1,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,No,Not_mentioned
11197,Negative,2,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,0,0,0,Expensive,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,1,0,0,0,Expensive,Not_mentioned,Not_mentioned
7628,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
13547,Negative,2,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
2896,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,1,0,0,1,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Not_mentioned,Not_mentioned,Neutral,Negative,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
4574,Negative,1,Anger,Negative,Negative,Not_mentioned,Negative,Negative,1,0,0,0,0,1,1,1,1,0,Expensive,Not_mentioned,No,Negative,1,Anger,Negative,Negative,Negative,Negative,Negative,1,0,0,0,0,0,1,1,1,1,Expensive,Not_mentioned,No
13954,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned,Positive,5,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Yes,Not_mentioned
13016,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Cheap,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Fair,Not_mentioned,Not_mentioned
3642,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Negative,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned
242,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,1,0,0,Not_mentioned,Yes,No,Neutral,3,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,0,1,0,0,0,0,0,1,0,1,Not_mentioned,Yes,No
10279,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,1,0,0,0,Expensive,Yes,Not_mentioned,Positive,4,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,1,0,0,0,Expensive,Yes,Not_mentioned
7727,Negative,2,Sadness,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Negative,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,1,0,Not_mentioned,No,Not_mentioned
9631,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
5364,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Negative,Neutral,1,0,0,0,1,1,0,1,1,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Negative,Neutral,Negative,Negative,Neutral,1,0,0,0,1,0,0,1,1,1,Cheap,Not_mentioned,Not_mentioned
6337,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Positive,1,0,0,1,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Neutral,1,0,0,1,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
2538,Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,1,1,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,1,1,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned
14767,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
10922,Negative,2,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Negative,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
11140,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
4100,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,1,0,0,Expensive,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,1,0,0,Expensive,Not_mentioned,Not_mentioned
161,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,0,0,0,1,0,0,0,0,1,1,Not_mentioned,No,Not_mentioned,Negative,1,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,0,0,0,1,1,Not_mentioned,No,Not_mentioned
9233,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,1,0,0,1,Expensive,No,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Negative,0,0,0,0,0,1,1,0,0,1,Expensive,Not_mentioned,Not_mentioned
4703,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Surprise,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Positive,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
5523,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned
9926,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
6181,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
4895,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,0,0,1,1,Not_mentioned,Not_mentioned,Not_mentioned
9119,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,1,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Negative,0,0,0,0,1,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
13664,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Positive,Positive,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,1,Cheap,Not_mentioned,Not_mentioned
2587,Negative,2,Frustration,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,1,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,0,0,0,0,0,0,0,1,0,0,Not_mentioned,Not_mentioned,Not_mentioned
5807,Negative,2,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
14072,Neutral,3,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Cheap,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Positive,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Cheap,Not_mentioned,Not_mentioned
3064,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
1000,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
5209,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Positive,4,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
2564,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
5063,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,1,0,0,0,0,0,0,1,0,1,Not_mentioned,Not_mentioned,Not_mentioned,Negative,2,Sadness,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,1,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,Not_mentioned
3197,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,1,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,3,Other,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,1,0,0,0,1,0,0,0,0,0,Not_mentioned,Not_mentioned,Not_mentioned
121,Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,0,0,0,0,0,0,0,0,0,1,Not_mentioned,Not_mentioned,No,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,1,1,Not_mentioned,Not_mentioned,No
10038,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,1,0,0,0,0,Not_mentioned,Yes,Not_mentioned,Positive,4,Neutral,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Neutral,0,0,0,0,0,0,0,0,0,0,Not_mentioned,Yes,Not_mentioned
